Chr,start,end,LITCHI007109_threshold,LITCHI007109_Mean,TB0135
Chr3,19252200,19252300,76.0,76.0,1.0
Chr13,21775800,21775900,5.846153846153846,76.0,13.0
Chr2,737600,737700,4.3428571428571425,76.0,17.5
Chr9,17746100,17746200,76.0,76.0,1.0
Chr2,3418600,3418700,8.0,76.0,9.5
Chr7,11801800,11801900,10.857142857142858,76.0,7.0
Chr10,18795000,18795100,6.08,76.0,12.5
Chr13,10931400,10931500,5.592592592592593,75.5,13.5
Chr7,26480600,26480700,11.615384615384615,75.5,6.5
Chr1,28869100,28869200,3.1914893617021276,75.0,23.5
Chr15,23552100,23552200,8.333333333333334,75.0,9.0
Chr3,8138600,8138700,37.5,75.0,2.0
Chr2,15726700,15726800,37.5,75.0,2.0
Chr14,22693100,22693200,4.838709677419355,75.0,15.5
Chr9,3548800,3548900,4.838709677419355,75.0,15.5
Chr2,12967500,12967600,3.260869565217391,75.0,23.0
Chr10,13780000,13780100,2.2388059701492535,75.0,33.5
Chr15,4387900,4388000,4.6875,75.0,16.0
Chr13,8162700,8162800,25.0,75.0,3.0
Chr1,11520600,11520700,13.636363636363637,75.0,5.5
Chr3,1902500,1902600,18.75,75.0,4.0
Chr3,3783400,3783500,10.642857142857142,74.5,7.0
Chr3,21393900,21394000,7.45,74.5,10.0
Chr7,12594300,12594400,16.555555555555557,74.5,4.5
Chr15,23265400,23265500,29.8,74.5,2.5
Chr12,20130000,20130100,3.725,74.5,20.0
Chr2,29935300,29935400,14.8,74.0,5.0
Chr7,18435800,18435900,14.8,74.0,5.0
Chr1,13981100,13981200,8.222222222222221,74.0,9.0
Chr8,12430900,12431000,7.4,74.0,10.0
Chr15,12552400,12552500,4.741935483870968,73.5,15.5
Chr3,31803300,31803400,2.94,73.5,25.0
Chr8,18337800,18337900,73.5,73.5,1.0
Chr13,14406500,14406600,5.068965517241379,73.5,14.5
Chr6,30781900,30782000,4.454545454545454,73.5,16.5
Chr5,4383400,4383500,7.0,73.5,10.5
Chr3,20201700,20201800,7.3,73.0,10.0
Chr3,11442900,11443000,73.0,73.0,1.0
Chr15,9743100,9743200,9.125,73.0,8.0
Chr10,10456600,10456700,2.8076923076923075,73.0,26.0
Chr1,43029700,43029800,3.4761904761904763,73.0,21.0
Chr2,26892200,26892300,6.3478260869565215,73.0,11.5
Chr10,26490100,26490200,2.92,73.0,25.0
Chr4,16684800,16684900,5.576923076923077,72.5,13.0
Chr7,8088200,8088300,14.5,72.5,5.0
Chr13,16368800,16368900,9.0625,72.5,8.0
Chr3,7431500,7431600,29.0,72.5,2.5
Chr12,10376500,10376600,6.304347826086956,72.5,11.5
Chr2,320600,320700,14.5,72.5,5.0
Chr13,10596000,10596100,6.304347826086956,72.5,11.5
Chr6,8917000,8917100,72.5,72.5,1.0
Chr1,41355600,41355700,13.181818181818182,72.5,5.5
Chr8,17860300,17860400,2.3015873015873014,72.5,31.5
Chr15,16649300,16649400,2.1323529411764706,72.5,34.0
Chr10,1052200,1052300,5.178571428571429,72.5,14.0
Chr3,6987700,6987800,14.5,72.5,5.0
Chr7,12249000,12249100,5.8,72.5,12.5
Chr10,25284200,25284300,9.0,72.0,8.0
Chr6,13159000,13159100,24.0,72.0,3.0
Chr3,33395200,33395300,4.0,72.0,18.0
Chr1,17813500,17813600,3.0638297872340425,72.0,23.5
Chr11,6067400,6067500,10.285714285714286,72.0,7.0
Chr4,8203000,8203100,9.6,72.0,7.5
Chr12,20192400,20192500,14.4,72.0,5.0
Chr1,24220100,24220200,7.578947368421052,72.0,9.5
Chr1,36101500,36101600,6.545454545454546,72.0,11.0
Chr1,18440600,18440700,5.538461538461538,72.0,13.0
Chr14,17172700,17172800,3.4047619047619047,71.5,21.0
Chr11,14306300,14306400,2.9791666666666665,71.5,24.0
Chr4,23877100,23877200,20.428571428571427,71.5,3.5
Chr10,27526200,27526300,3.763157894736842,71.5,19.0
Chr12,12764200,12764300,6.809523809523809,71.5,10.5
Chr14,24170300,24170400,6.5,71.5,11.0
Chr2,37544500,37544600,71.5,71.5,1.0
Chr5,1817700,1817800,17.875,71.5,4.0
Chr2,19962000,19962100,7.473684210526316,71.0,9.5
Chr1,21808200,21808300,10.142857142857142,71.0,7.0
Chr10,13042500,13042600,3.302325581395349,71.0,21.5
Chr15,3524100,3524200,71.0,71.0,1.0
Chr6,8507200,8507300,8.875,71.0,8.0
Chr13,7304800,7304900,14.2,71.0,5.0
Chr9,25004200,25004300,10.142857142857142,71.0,7.0
Chr14,11367100,11367200,23.666666666666668,71.0,3.0
Chr10,20540000,20540100,10.923076923076923,71.0,6.5
Chr11,18693000,18693100,10.142857142857142,71.0,7.0
Chr13,23063800,23063900,10.923076923076923,71.0,6.5
Chr8,875300,875400,14.2,71.0,5.0
Chr5,7730800,7730900,23.666666666666668,71.0,3.0
Chr13,52100,52200,5.68,71.0,12.5
Chr13,3956200,3956300,10.142857142857142,71.0,7.0
Chr10,3383700,3383800,20.142857142857142,70.5,3.5
Chr8,17960600,17960700,6.409090909090909,70.5,11.0
Chr8,19755400,19755500,70.5,70.5,1.0
Chr8,13643900,13644000,35.25,70.5,2.0
Chr2,31355300,31355400,23.5,70.5,3.0
Chr2,2812200,2812300,70.5,70.5,1.0
Chr8,5762500,5762600,4.147058823529412,70.5,17.0
Chr4,17934500,17934600,10.071428571428571,70.5,7.0
Chr5,7420700,7420800,3.4390243902439024,70.5,20.5
Chr12,7128200,7128300,3.1333333333333333,70.5,22.5
Chr3,1218100,1218200,5.384615384615385,70.0,13.0
Chr10,26922900,26923000,17.5,70.0,4.0
Chr6,3604100,3604200,15.555555555555555,70.0,4.5
Chr3,17051800,17051900,70.0,70.0,1.0
Chr10,13462300,13462400,2.3333333333333335,70.0,30.0
Chr15,21311900,21312000,4.375,70.0,16.0
Chr11,5174500,5174600,46.666666666666664,70.0,1.5
Chr12,6926500,6926600,35.0,70.0,2.0
Chr1,49285100,49285200,8.75,70.0,8.0
Chr12,10492600,10492700,3.7837837837837838,70.0,18.5
Chr2,14122000,14122100,3.6842105263157894,70.0,19.0
Chr2,8731300,8731400,4.666666666666667,70.0,15.0
Chr10,25264300,25264400,6.363636363636363,70.0,11.0
Chr8,9900000,9900100,14.0,70.0,5.0
Chr4,11900700,11900800,2.121212121212121,70.0,33.0
Chr12,18737300,18737400,6.95,69.5,10.0
Chr3,27961100,27961200,19.857142857142858,69.5,3.5
Chr1,15628200,15628300,4.212121212121212,69.5,16.5
Chr13,21357300,21357400,19.857142857142858,69.5,3.5
Chr15,17476200,17476300,4.793103448275862,69.5,14.5
Chr14,4042300,4042400,69.5,69.5,1.0
Chr5,18444900,18445000,13.9,69.5,5.0
Chr9,20471200,20471300,4.793103448275862,69.5,14.5
Chr3,18745000,18745100,10.692307692307692,69.5,6.5
Chr14,14952000,14952100,34.75,69.5,2.0
Chr13,15699700,15699800,11.5,69.0,6.0
Chr2,11379200,11379300,2.76,69.0,25.0
Chr1,28665900,28666000,17.25,69.0,4.0
Chr15,16899000,16899100,15.333333333333334,69.0,4.5
Chr1,24981800,24981900,3.3658536585365852,69.0,20.5
Chr10,26312300,26312400,2.3389830508474576,69.0,29.5
Chr10,27646700,27646800,2.5555555555555554,69.0,27.0
Chr1,26791600,26791700,4.0588235294117645,69.0,17.0
Chr12,22652600,22652700,5.75,69.0,12.0
Chr15,3337000,3337100,8.117647058823529,69.0,8.5
Chr2,7072400,7072500,68.5,68.5,1.0
Chr8,18923300,18923400,68.5,68.5,1.0
Chr1,6385000,6385100,4.566666666666666,68.5,15.0
Chr1,43575800,43575900,2.1746031746031744,68.5,31.5
Chr6,17328600,17328700,8.5625,68.5,8.0
Chr14,9654600,9654700,34.25,68.5,2.0
Chr12,13684400,13684500,3.1136363636363638,68.5,22.0
Chr15,5073500,5073600,8.058823529411764,68.5,8.5
Chr10,17052200,17052300,6.85,68.5,10.0
Chr7,22552600,22552700,9.785714285714286,68.5,7.0
Chr8,29886100,29886200,68.5,68.5,1.0
Chr14,21248600,21248700,11.416666666666666,68.5,6.0
Chr3,36715300,36715400,4.419354838709677,68.5,15.5
Chr10,9254400,9254500,2.0923076923076924,68.0,32.5
Chr10,10239900,10240000,13.6,68.0,5.0
Chr1,13970800,13970900,2.305084745762712,68.0,29.5
Chr1,32217300,32217400,6.476190476190476,68.0,10.5
Chr13,6323700,6323800,5.666666666666667,68.0,12.0
Chr3,35026400,35026500,11.333333333333334,68.0,6.0
Chr3,26811000,26811100,8.5,68.0,8.0
Chr5,22218100,22218200,5.913043478260869,68.0,11.5
Chr2,26523200,26523300,7.555555555555555,68.0,9.0
Chr2,35587700,35587800,68.0,68.0,1.0
Chr11,8668700,8668800,68.0,68.0,1.0
Chr9,20273200,20273300,5.230769230769231,68.0,13.0
Chr1,3071100,3071200,2.3275862068965516,67.5,29.0
Chr11,20133000,20133100,67.5,67.5,1.0
Chr1,38360300,38360400,12.272727272727273,67.5,5.5
Chr1,18952800,18952900,7.5,67.5,9.0
Chr7,13763500,13763600,3.6486486486486487,67.5,18.5
Chr2,37355100,37355200,3.2142857142857144,67.5,21.0
Chr14,21522700,21522800,13.5,67.5,5.0
Chr2,155300,155400,33.75,67.5,2.0
Chr15,8132300,8132400,7.105263157894737,67.5,9.5
Chr5,29522900,29523000,27.0,67.5,2.5
Chr8,17787300,17787400,11.25,67.5,6.0
Chr3,5126000,5126100,4.5,67.5,15.0
Chr15,17084500,17084600,15.0,67.5,4.5
Chr5,16704600,16704700,2.6470588235294117,67.5,25.5
Chr13,15356300,15356400,3.0681818181818183,67.5,22.0
Chr12,6199500,6199600,4.655172413793103,67.5,14.5
Chr13,18631000,18631100,11.166666666666666,67.0,6.0
Chr1,12784900,12785000,7.444444444444445,67.0,9.0
Chr1,14453000,14453100,67.0,67.0,1.0
Chr13,1255900,1256000,8.375,67.0,8.0
Chr1,49453000,49453100,14.88888888888889,67.0,4.5
Chr8,21367100,21367200,6.090909090909091,67.0,11.0
Chr11,23240500,23240600,4.0606060606060606,67.0,16.5
Chr8,17672000,17672100,16.75,67.0,4.0
Chr1,43187300,43187400,3.6216216216216215,67.0,18.5
Chr15,17357100,17357200,2.4814814814814814,67.0,27.0
Chr9,20141600,20141700,16.625,66.5,4.0
Chr1,5123300,5123400,8.866666666666667,66.5,7.5
Chr8,15470400,15470500,66.5,66.5,1.0
Chr8,21628900,21629000,4.586206896551724,66.5,14.5
Chr8,17297600,17297700,33.25,66.5,2.0
Chr11,23571500,23571600,4.03030303030303,66.5,16.5
Chr6,4471800,4471900,6.333333333333333,66.5,10.5
Chr9,11121900,11122000,13.3,66.5,5.0
Chr2,31103700,31103800,22.166666666666668,66.5,3.0
Chr2,2966000,2966100,8.25,66.0,8.0
Chr8,21428700,21428800,66.0,66.0,1.0
Chr1,43909400,43909500,3.2195121951219514,66.0,20.5
Chr14,22271100,22271200,12.0,66.0,5.5
Chr3,4934900,4935000,12.0,66.0,5.5
Chr9,11382100,11382200,8.25,66.0,8.0
Chr1,38817900,38818000,4.714285714285714,66.0,14.0
Chr15,2256200,2256300,7.764705882352941,66.0,8.5
Chr3,17454600,17454700,5.739130434782608,66.0,11.5
Chr9,18840100,18840200,18.857142857142858,66.0,3.5
Chr2,22069000,22069100,9.428571428571429,66.0,7.0
Chr15,16772400,16772500,2.0625,66.0,32.0
Chr3,31935700,31935800,18.857142857142858,66.0,3.5
Chr14,4598700,4598800,5.5,66.0,12.0
Chr7,4139500,4139600,8.8,66.0,7.5
Chr2,1920100,1920200,5.739130434782608,66.0,11.5
Chr10,26846700,26846800,4.125,66.0,16.0
Chr2,23544800,23544900,9.428571428571429,66.0,7.0
Chr3,25534700,25534800,6.947368421052632,66.0,9.5
Chr8,19127900,19128000,16.5,66.0,4.0
Chr3,16345500,16345600,65.5,65.5,1.0
Chr15,4575100,4575200,2.2982456140350878,65.5,28.5
Chr12,19964400,19964500,3.5405405405405403,65.5,18.5
Chr15,12319300,12319400,8.733333333333333,65.5,7.5
Chr12,12598900,12599000,10.076923076923077,65.5,6.5
Chr12,4118500,4118600,5.458333333333333,65.5,12.0
Chr3,4360600,4360700,43.666666666666664,65.5,1.5
Chr4,32957100,32957200,5.24,65.5,12.5
Chr10,27922200,27922300,13.1,65.5,5.0
Chr10,17097500,17097600,7.222222222222222,65.0,9.0
Chr13,12816300,12816400,10.0,65.0,6.5
Chr11,7743800,7743900,11.818181818181818,65.0,5.5
Chr2,7448700,7448800,9.285714285714286,65.0,7.0
Chr2,34056600,34056700,65.0,65.0,1.0
Chr12,12471300,12471400,16.25,65.0,4.0
Chr3,19176700,19176800,18.571428571428573,65.0,3.5
Chr12,20713300,20713400,6.190476190476191,65.0,10.5
Chr2,1474800,1474900,3.5135135135135136,65.0,18.5
Chr14,10086400,10086500,3.4210526315789473,65.0,19.0
Chr3,2828900,2829000,21.666666666666668,65.0,3.0
Chr12,21574200,21574300,9.285714285714286,65.0,7.0
Chr12,4550600,4550700,4.642857142857143,65.0,14.0
Chr5,27140500,27140600,2.5,65.0,26.0
Chr4,23091500,23091600,5.909090909090909,65.0,11.0
Chr8,24710000,24710100,6.142857142857143,64.5,10.5
Chr11,1060000,1060100,18.428571428571427,64.5,3.5
Chr6,23492600,23492700,12.9,64.5,5.0
Chr5,17379800,17379900,3.4864864864864864,64.5,18.5
Chr2,36782500,36782600,7.588235294117647,64.5,8.5
Chr8,18027400,18027500,3.1463414634146343,64.5,20.5
Chr1,33780300,33780400,3.7941176470588234,64.5,17.0
Chr3,27695000,27695100,21.5,64.5,3.0
Chr8,2238200,2238300,64.5,64.5,1.0
Chr2,13214700,13214800,8.6,64.5,7.5
Chr10,10116300,10116400,6.142857142857143,64.5,10.5
Chr9,26181500,26181600,14.222222222222221,64.0,4.5
Chr12,983900,984000,3.657142857142857,64.0,17.5
Chr2,14134500,14134600,3.3684210526315788,64.0,19.0
Chr1,15743400,15743500,10.666666666666666,64.0,6.0
Chr10,23202100,23202200,3.1219512195121952,64.0,20.5
Chr6,20932900,20933000,25.6,64.0,2.5
Chr5,9580500,9580600,9.142857142857142,64.0,7.0
Chr14,9980100,9980200,3.878787878787879,64.0,16.5
Chr5,4885700,4885800,4.413793103448276,64.0,14.5
Chr10,3150100,3150200,6.4,64.0,10.0
Chr4,10915000,10915100,8.0,64.0,8.0
Chr3,26891900,26892000,16.0,64.0,4.0
Chr10,2416300,2416400,2.5098039215686274,64.0,25.5
Chr15,15015000,15015100,4.571428571428571,64.0,14.0
Chr7,13969500,13969600,2.6122448979591835,64.0,24.5
Chr6,1690500,1690600,63.5,63.5,1.0
Chr11,5199800,5199900,4.233333333333333,63.5,15.0
Chr15,3071900,3072000,14.11111111111111,63.5,4.5
Chr1,13662800,13662900,3.735294117647059,63.5,17.0
Chr15,827300,827400,3.0238095238095237,63.5,21.0
Chr3,19838400,19838500,3.5277777777777777,63.5,18.0
Chr1,16262600,16262700,9.76923076923077,63.5,6.5
Chr1,27377000,27377100,2.953488372093023,63.5,21.5
Chr13,3745400,3745500,9.76923076923077,63.5,6.5
Chr1,10790300,10790400,3.3421052631578947,63.5,19.0
Chr15,18601300,18601400,15.875,63.5,4.0
Chr10,25989100,25989200,3.175,63.5,20.0
Chr11,2991700,2991800,25.4,63.5,2.5
Chr3,14430100,14430200,6.0476190476190474,63.5,10.5
Chr10,14657600,14657700,2.8863636363636362,63.5,22.0
Chr2,14689000,14689100,25.2,63.0,2.5
Chr8,23980900,23981000,63.0,63.0,1.0
Chr3,30854700,30854800,15.75,63.0,4.0
Chr3,11237600,11237700,25.2,63.0,2.5
Chr12,6737500,6737600,2.290909090909091,63.0,27.5
Chr3,36562000,36562100,12.6,63.0,5.0
Chr2,287000,287100,14.0,63.0,4.5
Chr5,8510800,8510900,25.2,63.0,2.5
Chr13,223600,223700,3.7058823529411766,63.0,17.0
Chr11,13201400,13201500,2.52,63.0,25.0
Chr8,6129600,6129700,63.0,63.0,1.0
Chr5,31067700,31067800,6.0,63.0,10.5
Chr6,22467000,22467100,4.666666666666667,63.0,13.5
Chr14,16686400,16686500,63.0,63.0,1.0
Chr13,3655600,3655700,14.0,63.0,4.5
Chr1,30305800,30305900,2.3773584905660377,63.0,26.5
Chr2,34145700,34145800,4.064516129032258,63.0,15.5
Chr2,13315300,13315400,4.5,63.0,14.0
Chr10,25499700,25499800,12.5,62.5,5.0
Chr13,16863800,16863900,4.8076923076923075,62.5,13.0
Chr9,2863800,2863900,5.681818181818182,62.5,11.0
Chr7,13587000,13587100,5.0,62.5,12.5
Chr14,20526600,20526700,4.310344827586207,62.5,14.5
Chr7,22304200,22304300,12.5,62.5,5.0
Chr6,7810900,7811000,7.352941176470588,62.5,8.5
Chr9,15524300,15524400,10.416666666666666,62.5,6.0
Chr10,10208400,10208500,6.578947368421052,62.5,9.5
Chr5,20596200,20596300,25.0,62.5,2.5
Chr12,21925400,21925500,12.5,62.5,5.0
Chr1,22204200,22204300,3.125,62.5,20.0
Chr10,7605400,7605500,3.5714285714285716,62.5,17.5
Chr10,20727400,20727500,2.9761904761904763,62.5,21.0
Chr10,26356900,26357000,4.592592592592593,62.0,13.5
Chr10,9901900,9902000,3.1,62.0,20.0
Chr10,25307600,25307700,7.75,62.0,8.0
Chr11,2496100,2496200,3.3513513513513513,62.0,18.5
Chr5,32241800,32241900,3.5428571428571427,62.0,17.5
Chr3,25800600,25800700,12.4,62.0,5.0
Chr4,6582300,6582400,13.777777777777779,62.0,4.5
Chr10,13305200,13305300,3.875,62.0,16.0
Chr13,628900,629000,7.294117647058823,62.0,8.5
Chr12,5765700,5765800,24.8,62.0,2.5
Chr2,21184100,21184200,10.333333333333334,62.0,6.0
Chr1,34530300,34530400,15.5,62.0,4.0
Chr2,33196200,33196300,8.857142857142858,62.0,7.0
Chr3,34798800,34798900,5.636363636363637,62.0,11.0
Chr5,5537000,5537100,9.538461538461538,62.0,6.5
Chr13,22588900,22589000,5.904761904761905,62.0,10.5
Chr10,22743100,22743200,5.904761904761905,62.0,10.5
Chr1,12903800,12903900,2.9523809523809526,62.0,21.0
Chr1,12958100,12958200,7.75,62.0,8.0
Chr1,47800300,47800400,11.181818181818182,61.5,5.5
Chr12,18902300,18902400,6.833333333333333,61.5,9.0
Chr5,18076400,18076500,6.473684210526316,61.5,9.5
Chr2,24353000,24353100,15.375,61.5,4.0
Chr12,4961200,4961300,2.9285714285714284,61.5,21.0
Chr10,201000,201100,2.411764705882353,61.5,25.5
Chr13,7383000,7383100,8.785714285714286,61.5,7.0
Chr13,1753100,1753200,3.5142857142857142,61.5,17.5
Chr11,21679400,21679500,30.75,61.5,2.0
Chr5,14530200,14530300,4.1,61.5,15.0
Chr10,20265700,20265800,4.1,61.5,15.0
Chr14,1911700,1911800,11.181818181818182,61.5,5.5
Chr8,26915200,26915300,13.666666666666666,61.5,4.5
Chr9,11854300,11854400,61.5,61.5,1.0
Chr14,23876600,23876700,24.6,61.5,2.5
Chr10,28114600,28114700,5.125,61.5,12.0
Chr12,10765200,10765300,5.125,61.5,12.0
Chr4,16664600,16664700,3.6176470588235294,61.5,17.0
Chr2,38694500,38694600,10.25,61.5,6.0
Chr6,29580000,29580100,15.375,61.5,4.0
Chr2,26563500,26563600,8.785714285714286,61.5,7.0
Chr14,14333500,14333600,5.857142857142857,61.5,10.5
Chr15,10707600,10707700,20.5,61.5,3.0
Chr15,21356200,21356300,2.0677966101694913,61.0,29.5
Chr1,35264100,35264200,4.357142857142857,61.0,14.0
Chr2,8075000,8075100,61.0,61.0,1.0
Chr4,33540900,33541000,61.0,61.0,1.0
Chr7,28005400,28005500,61.0,61.0,1.0
Chr11,5814100,5814200,4.066666666666666,61.0,15.0
Chr8,9254100,9254200,20.333333333333332,61.0,3.0
Chr2,22529600,22529700,7.176470588235294,61.0,8.5
Chr10,7594100,7594200,17.428571428571427,61.0,3.5
Chr8,25553600,25553700,61.0,61.0,1.0
Chr5,27690700,27690800,4.518518518518518,61.0,13.5
Chr6,18831200,18831300,7.625,61.0,8.0
Chr15,302600,302700,24.4,61.0,2.5
Chr5,22030400,22030500,61.0,61.0,1.0
Chr4,17993400,17993500,3.8125,61.0,16.0
Chr14,13349900,13350000,15.25,61.0,4.0
Chr10,19592600,19592700,5.545454545454546,61.0,11.0
Chr1,21064300,21064400,6.777777777777778,61.0,9.0
Chr2,32375400,32375500,8.133333333333333,61.0,7.5
Chr3,2401600,2401700,60.5,60.5,1.0
Chr13,5973000,5973100,2.574468085106383,60.5,23.5
Chr6,9108500,9108600,30.25,60.5,2.0
Chr3,29700900,29701000,7.5625,60.5,8.0
Chr12,2371700,2371800,2.75,60.5,22.0
Chr15,13674700,13674800,8.642857142857142,60.5,7.0
Chr15,15140700,15140800,4.321428571428571,60.5,14.0
Chr6,1431700,1431800,5.5,60.5,11.0
Chr10,7914000,7914100,15.125,60.5,4.0
Chr5,28898400,28898500,3.6666666666666665,60.5,16.5
Chr3,23484900,23485000,3.903225806451613,60.5,15.5
Chr7,8560500,8560600,3.903225806451613,60.5,15.5
Chr12,14863400,14863500,20.166666666666668,60.5,3.0
Chr1,24591500,24591600,2.240740740740741,60.5,27.0
Chr8,7935300,7935400,60.5,60.5,1.0
Chr4,24332100,24332200,5.260869565217392,60.5,11.5
Chr2,18608900,18609000,7.5625,60.5,8.0
Chr3,11581800,11581900,5.761904761904762,60.5,10.5
Chr4,25562200,25562300,7.117647058823529,60.5,8.5
Chr6,6375500,6375600,4.84,60.5,12.5
Chr1,45576100,45576200,20.166666666666668,60.5,3.0
Chr13,816000,816100,7.117647058823529,60.5,8.5
Chr2,20751000,20751100,10.083333333333334,60.5,6.0
Chr10,16509200,16509300,8.571428571428571,60.0,7.0
Chr2,20414300,20414400,2.857142857142857,60.0,21.0
Chr9,9302100,9302200,17.142857142857142,60.0,3.5
Chr11,20409600,20409700,2.0689655172413794,60.0,29.0
Chr6,9304500,9304600,10.909090909090908,60.0,5.5
Chr6,6467100,6467200,30.0,60.0,2.0
Chr14,9518000,9518100,3.870967741935484,60.0,15.5
Chr5,18708700,18708800,6.0,60.0,10.0
Chr11,15725500,15725600,10.0,60.0,6.0
Chr1,33266300,33266400,2.7906976744186047,60.0,21.5
Chr15,3250100,3250200,8.571428571428571,60.0,7.0
Chr11,4599800,4599900,5.714285714285714,60.0,10.5
Chr9,16497700,16497800,60.0,60.0,1.0
Chr5,21883400,21883500,20.0,60.0,3.0
Chr10,25827000,25827100,3.0,60.0,20.0
Chr11,13723400,13723500,4.615384615384615,60.0,13.0
Chr11,11161100,11161200,3.2432432432432434,60.0,18.5
Chr11,16823700,16823800,8.571428571428571,60.0,7.0
Chr10,11374100,11374200,14.875,59.5,4.0
Chr10,11554500,11554600,3.2162162162162162,59.5,18.5
Chr14,2295700,2295800,17.0,59.5,3.5
Chr14,13175200,13175300,4.407407407407407,59.5,13.5
Chr7,10310200,10310300,5.95,59.5,10.0
Chr7,13614200,13614300,59.5,59.5,1.0
Chr15,457700,457800,6.2631578947368425,59.5,9.5
Chr2,31649200,31649300,14.875,59.5,4.0
Chr14,24080300,24080400,3.606060606060606,59.5,16.5
Chr7,7891900,7892000,3.1315789473684212,59.5,19.0
Chr10,20832200,20832300,10.818181818181818,59.5,5.5
Chr13,20744400,20744500,23.8,59.5,2.5
Chr7,1150500,1150600,13.222222222222221,59.5,4.5
Chr10,2405500,2405600,59.5,59.5,1.0
Chr4,31904000,31904100,39.666666666666664,59.5,1.5
Chr15,17035300,17035400,9.916666666666666,59.5,6.0
Chr15,15655700,15655800,17.0,59.5,3.5
Chr2,36332300,36332400,39.666666666666664,59.5,1.5
Chr7,27817700,27817800,13.222222222222221,59.5,4.5
Chr1,35208600,35208700,3.5,59.5,17.0
Chr3,36142800,36142900,11.9,59.5,5.0
Chr1,25443300,25443400,2.6444444444444444,59.5,22.5
Chr15,15316700,15316800,7.4375,59.5,8.0
Chr15,5745300,5745400,7.933333333333334,59.5,7.5
Chr3,14397200,14397300,6.2631578947368425,59.5,9.5
Chr12,7945100,7945200,8.428571428571429,59.0,7.0
Chr6,12834400,12834500,2.4583333333333335,59.0,24.0
Chr2,36227800,36227900,19.666666666666668,59.0,3.0
Chr10,23982100,23982200,10.727272727272727,59.0,5.5
Chr2,15801000,15801100,4.068965517241379,59.0,14.5
Chr2,1077300,1077400,59.0,59.0,1.0
Chr1,6961100,6961200,3.5757575757575757,59.0,16.5
Chr14,22591600,22591700,3.4705882352941178,59.0,17.0
Chr4,20280700,20280800,3.2777777777777777,59.0,18.0
Chr3,20425500,20425600,3.1052631578947367,59.0,19.0
Chr1,15052800,15052900,5.9,59.0,10.0
Chr11,6746400,6746500,4.37037037037037,59.0,13.5
Chr10,20116200,20116300,3.0256410256410255,59.0,19.5
Chr1,1702800,1702900,2.3137254901960786,59.0,25.5
Chr1,26184000,26184100,2.5652173913043477,59.0,23.0
Chr10,5887600,5887700,2.185185185185185,59.0,27.0
Chr12,2011700,2011800,5.619047619047619,59.0,10.5
Chr14,9845500,9845600,11.8,59.0,5.0
Chr1,8558400,8558500,2.0701754385964914,59.0,28.5
Chr1,24854700,24854800,6.9411764705882355,59.0,8.5
Chr12,22850800,22850900,3.3714285714285714,59.0,17.5
Chr3,16357300,16357400,14.75,59.0,4.0
Chr4,31120400,31120500,4.178571428571429,58.5,14.0
Chr12,18563300,18563400,13.0,58.5,4.5
Chr1,26940400,26940500,2.7857142857142856,58.5,21.0
Chr3,29370600,29370700,16.714285714285715,58.5,3.5
Chr11,13561500,13561600,3.5454545454545454,58.5,16.5
Chr10,5389600,5389700,2.0172413793103448,58.5,29.0
Chr15,19400700,19400800,7.8,58.5,7.5
Chr14,6149700,6149800,14.625,58.5,4.0
Chr10,24909800,24909900,2.925,58.5,20.0
Chr2,9264100,9264200,11.7,58.5,5.0
Chr7,8644700,8644800,5.318181818181818,58.5,11.0
Chr3,5062700,5062800,19.5,58.5,3.0
